50.000000	-10.000000	0.010000
50.000000	-20.000000	0.020000
50.000000	-30.000000	0.030000
50.000000	-40.000000	0.040000
50.000000	-50.000000	0.050000
50.000000	-60.000000	0.060000
50.000000	-70.000000	0.070000
50.000000	-80.000000	0.080000
50.000000	-90.000000	0.090000
50.000000	-100.000000	0.100000
50.000000	-110.000000	0.110000
50.000000	-120.000000	0.120000
50.000000	-130.000000	0.130000
50.000000	-140.000000	0.140000
50.000000	-150.000000	0.150000
50.000000	-160.000000	0.160000
50.000000	-170.000000	0.170000
50.000000	-180.000000	0.180000
50.000000	-190.000000	0.190000
50.000000	-200.000000	0.200000
50.000000	-210.000000	0.208333
50.000000	-220.000000	0.216667
50.000000	-230.000000	0.225000
50.000000	-240.000000	0.233333
50.000000	-250.000000	0.241667
50.000000	-260.000000	0.250000
50.000000	-270.000000	0.258333
50.000000	-280.000000	0.266667
50.000000	-290.000000	0.275000
50.000000	-300.000000	0.283333
50.000000	-310.000000	0.291667
50.000000	-320.000000	0.300000
50.000000	-330.000000	0.308333
50.000000	-340.000000	0.316667
50.000000	-350.000000	0.325000
50.000000	-360.000000	0.333333
50.000000	-370.000000	0.341667
50.000000	-380.000000	0.350000
50.000000	-390.000000	0.358333
50.000000	-400.000000	0.366667
150.000000	-10.000000	0.010000
150.000000	-20.000000	0.020000
150.000000	-30.000000	0.030000
150.000000	-40.000000	0.040000
150.000000	-50.000000	0.050000
150.000000	-60.000000	0.060000
150.000000	-70.000000	0.070000
150.000000	-80.000000	0.080000
150.000000	-90.000000	0.090000
150.000000	-100.000000	0.100000
150.000000	-110.000000	0.110000
150.000000	-120.000000	0.120000
150.000000	-130.000000	0.130000
150.000000	-140.000000	0.140000
150.000000	-150.000000	0.150000
150.000000	-160.000000	0.160000
150.000000	-170.000000	0.170000
150.000000	-180.000000	0.180000
150.000000	-190.000000	0.190000
150.000000	-200.000000	0.200000
150.000000	-210.000000	0.210000
150.000000	-220.000000	0.220000
150.000000	-230.000000	0.230000
150.000000	-240.000000	0.240000
150.000000	-250.000000	0.250000
150.000000	-260.000000	0.258333
150.000000	-270.000000	0.266667
150.000000	-280.000000	0.275000
150.000000	-290.000000	0.283333
150.000000	-300.000000	0.291667
150.000000	-310.000000	0.300000
150.000000	-320.000000	0.308333
150.000000	-330.000000	0.316667
150.000000	-340.000000	0.325000
150.000000	-350.000000	0.333333
150.000000	-360.000000	0.341667
150.000000	-370.000000	0.350000
150.000000	-380.000000	0.358333
150.000000	-390.000000	0.366667
150.000000	-400.000000	0.375000
